Licence number,Licence type,Start date,Status,Status date,Trading Status,Licence name,Address,Suburb,Postcode,Latitude,Longitude,LGA,Precinct,Region,Licensee,Business type,Authorisation restriction name,Extended trading,Reduced trading,Primary service,Right to keep gaming,Unrestricted,To 12am,To 3am,To 5am,SA2,Subject to Cap,Band,GMEs,PMPs,Auth limit,Unfulfilled Quota,GMT,EGMs,Year,Licensee ABN,Licensee ACN,Licensee Type
LIQH400117469,Liquor - hotel licence,1940-10-08 00:00:00,Current,2018-07-07 00:00:00,Trading,The Beaumont Exchange Hotel,125 Denison St ,HAMILTON,2303.0,-32.925419,151.746924,Newcastle,,Metropolitan,Ty Higgins,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Hamilton - Broadmeadow,,2.0,22,0,22,0,22,22,2023,,,
LIQH400105207,Liquor - hotel licence,1940-06-19 00:00:00,Current,1940-06-19 00:00:00,Trading,Royal Hotel,16-20 South St ,GRANVILLE,2142.0,-33.833283,151.01085,Cumberland,,Metropolitan,Tony Michael,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Granville - Clyde,,3.0,21,9,30,0,30,30,2023,,,
LIQH400115008,Liquor - hotel licence,1940-05-21 00:00:00,Current,2020-10-21 00:00:00,Trading,Belmore Hotel,476 High St ,MAITLAND,2320.0,-32.730303,151.553177,Maitland,,Country,ALL SWEENEY PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Maitland,,2.0,19,0,19,0,19,19,2023,,620777102.0,
LIQH400115040,Liquor - hotel licence,1940-04-30 00:00:00,Current,1940-04-30 00:00:00,Trading,Cessnock Hotel,234 Wollombi Rd ,CESSNOCK,2325.0,-32.831682,151.356603,Cessnock,,Country,Gemcole Pty Ltd,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Cessnock,,3.0,12,0,12,0,12,12,2023,23113576006.0,113576006.0,
LIQH400119879,Liquor - hotel licence,1940-02-16 00:00:00,Current,2015-02-02 00:00:00,Trading,Holiday Inn Sydney Airport,Cnr Bourke Rd & O'Riordon St ,MASCOT,2020.0,-33.926139,151.187877,Bayside,,Metropolitan,SILVERSEA INVESTMENT PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Mascot,,1.0,0,0,0,0,0,0,2023,,602727846.0,
LIQH400104596,Liquor - hotel licence,1939-12-13 00:00:00,Current,1939-12-13 00:00:00,Trading,Paragon Hotel,L 7 1 Macquarie Pl ,SYDNEY,2000.0,-33.862027,151.209875,Sydney,Sydney CBD Precinct,Metropolitan,Peter Ryan,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,17,0,17,0,17,17,2023,,,
LIQH400102887,Liquor - hotel licence,1939-12-11 00:00:00,Current,1939-12-11 00:00:00,Trading,"The Langham, Sydney",89-113 Kent St ,MILLERS POINT,2000.0,-33.860517,151.203447,Sydney,Sydney CBD Precinct,Metropolitan,Shane Jolly,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2023,,,
LIQH400105789,Liquor - hotel licence,1939-11-20 00:00:00,Current,1939-11-20 00:00:00,Trading,St George Hotel,618 Canterbury Rd ,BELMORE,2192.0,-33.922602,151.094843,Canterbury-Bankstown,,Metropolitan,Atiporn Laorat,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Belmore - Belfield,,3.0,27,3,30,0,30,30,2023,,,
LIQH400120818,Liquor - hotel licence,1939-05-03 00:00:00,Current,1939-05-03 00:00:00,Trading,Tumut Star Hotel,59 Russell St ,TUMUT,2720.0,-35.302389,148.222593,Snowy Valleys,,Country,Ellen Webb,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Tumut,,3.0,0,0,0,0,0,0,2023,,,
LIQH400105495,Liquor - hotel licence,1938-12-19 00:00:00,Current,1938-12-19 00:00:00,Trading,Shark Hotel,127 Liverpool St ,SYDNEY,2000.0,-33.876919,151.208052,Sydney,Sydney CBD Precinct,Metropolitan,Dean Jones,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (South) - Haymarket,,3.0,15,14,29,0,29,29,2023,,,
LIQH400117221,Liquor - hotel licence,1938-12-13 00:00:00,Current,1938-12-13 00:00:00,Trading,Warners Bay Hotel,3-5 John Street ,Warners Bay,2282.0,-32.973318,151.644686,Lake Macquarie,,Metropolitan,Andrew Davis,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Warners Bay - Boolaroo,,1.0,24,3,27,0,27,27,2023,,,
LIQH400106181,Liquor - hotel licence,1938-05-23 00:00:00,Current,1938-05-23 00:00:00,Trading,Union Hotel,271 Pacific Hwy ,NORTH SYDNEY,2060.0,-33.833407,151.205009,North Sydney,,Metropolitan,Christopher Lalas,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,North Sydney - Lavender Bay,,1.0,26,0,26,0,26,26,2023,,,
LIQH400109903,Liquor - hotel licence,1938-04-29 00:00:00,Current,1938-04-29 00:00:00,Trading,Ettalong Hotel,374-384 Ocean View Rd ,ETTALONG BEACH,2257.0,-33.514226,151.337698,Central Coast,,Metropolitan,Jason Killorn,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Umina - Booker Bay - Patonga,,2.0,26,0,26,0,26,26,2023,,,
LIQH400105967,Liquor - hotel licence,1938-04-20 00:00:00,Current,1938-04-20 00:00:00,Trading,Tea Gardens Hotel,2-4 Bronte Rd ,BONDI JUNCTION,2022.0,-33.892483,151.250031,Waverley,,Metropolitan,Alan Honorato Moreira,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Bondi Junction - Waverly,,1.0,20,10,30,0,30,30,2023,,,
LIQH400101341,Liquor - hotel licence,1937-07-12 00:00:00,Current,1937-07-12 00:00:00,Trading,Coach & Horses Hotel,147 Avoca St ,RANDWICK,2031.0,-33.913393,151.242313,Randwick,,Metropolitan,Martin Guest,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Randwick - South,,1.0,30,0,30,0,30,30,2023,,,
LIQH400101007,Liquor - hotel licence,1937-02-15 00:00:00,Current,1937-02-15 00:00:00,Trading,Canterbury Club Hotel,208 Canterbury Rd ,CANTERBURY,2193.0,-33.912238,151.119698,Canterbury-Bankstown,,Metropolitan,Dipak Niraula,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Canterbury (North) - Ashbury,,2.0,30,0,30,0,30,30,2023,,,
LIQH400103352,Liquor - hotel licence,1936-10-19 00:00:00,Current,1936-10-19 00:00:00,Trading,Lakes Hotel,307 Gardeners Rd ,ROSEBERY,2018.0,-33.923097,151.20656,Bayside,,Metropolitan,Michael Thomopoulos,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Eastlakes,,3.0,30,0,30,0,30,30,2023,,,
LIQH400103034,Liquor - hotel licence,1936-05-07 00:00:00,Current,1936-05-07 00:00:00,Trading,Hornsby Railway Hotel,31 Station St ,HORNSBY,2077.0,-33.702304,151.097963,Hornsby,,Metropolitan,Bradley Halton,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Hornsby - West,,1.0,15,11,26,0,26,26,2023,,,
LIQH400120753,Liquor - hotel licence,1935-12-04 00:00:00,Current,2021-06-29 00:00:00,Trading,Oriental Hotel,Wynyard St ,TUMUT,2720.0,-35.300385,148.225049,Snowy Valleys,,Country,Sally Nielsen,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Tumut,,3.0,0,0,0,0,0,0,2023,,,
LIQH400105053,Liquor - hotel licence,1935-12-02 00:00:00,Current,1935-12-02 00:00:00,Trading,Robin Hood Hotel,203-209 BRONTE RD ,WAVERLEY,2024.0,-33.901006,151.253675,Waverley,,Metropolitan,Peter Jones-Best,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Bondi Junction - Waverly,,1.0,16,5,21,0,21,21,2023,,,
LIQH400122098,Liquor - hotel licence,1935-11-08 00:00:00,Current,1935-11-08 00:00:00,Trading,Coniston Hotel,28 Bridge St ,CONISTON,2500.0,-34.437807,150.884862,Wollongong,,Metropolitan,Marlow Management Pty Limited,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Wollongong - West,,2.0,28,0,28,0,28,28,2023,56104382265.0,104382265.0,
LIQH400103913,Liquor - hotel licence,1934-04-30 00:00:00,Current,1934-04-30 00:00:00,Trading,Sefton Hotel,54 Clapham Rd ,SEFTON,2162.0,-33.883506,151.013274,Canterbury-Bankstown,,Metropolitan,David Whitfield,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Chester Hill - Sefton,,3.0,15,15,30,0,30,30,2023,,,
LIQH400109970,Liquor - hotel licence,1934-03-15 00:00:00,Current,1934-03-15 00:00:00,Trading,The Long Jetty Hotel,405 The Entrance Rd ,LONG JETTY,2261.0,-33.357834,151.48515,Central Coast,,Metropolitan,Kelly Smith-Darcy,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,The Entrance,,3.0,15,0,15,0,15,15,2023,,,
LIQH400115288,Liquor - hotel licence,1933-11-20 00:00:00,Current,2023-06-30 00:00:00,Trading,Imperial Hotel Maitland,458 High St ,MAITLAND,2320.0,-32.731018,151.553587,Maitland,,Country,IMPY MAITLAND PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Maitland,,2.0,25,0,25,0,25,25,2023,,652160515.0,
LIQH400105754,Liquor - hotel licence,1932-08-28 00:00:00,Current,1932-08-28 00:00:00,Trading,Oasis on Beamish,Beamish St & Clissold Pde ,CAMPSIE,2194.0,-33.90917,151.10359,Canterbury-Bankstown,,Metropolitan,Tran Thuong Ky Nguyen,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Campsie - North,,3.0,15,15,30,0,30,30,2023,,,
LIQH400104154,Liquor - hotel licence,1932-03-30 00:00:00,Current,1932-03-30 00:00:00,Trading,Surry Hills Hotel,Elizabeth & Campbell Sts ,SYDNEY,2000.0,-33.880008,151.209235,Sydney,Sydney CBD Precinct,Metropolitan,Jack West,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Surry Hills,,2.0,22,8,30,0,30,30,2023,,,
LIQH400104979,Liquor - hotel licence,1932-01-25 00:00:00,Current,1932-01-25 00:00:00,Trading,Regent Hotel,Anzac Pde & Middle St ,KINGSFORD,2032.0,-33.921123,151.226989,Randwick,,Metropolitan,Jessica Ng,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Kingsford,,2.0,15,15,30,0,30,30,2023,,,
LIQH400121814,Liquor - hotel licence,1931-05-07 00:00:00,Current,1931-05-07 00:00:00,Trading,Westmead Tavern,24-26 Railway Pde ,WESTMEAD,2145.0,-33.807866,150.988144,Parramatta,,Metropolitan,WESTMEAD INVESTMENT PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Northmead,,1.0,20,0,20,0,20,20,2023,,603893607.0,
LIQH400113315,Liquor - hotel licence,1930-04-07 00:00:00,Current,1930-04-07 00:00:00,Trading,Criterion Hotel,172 Sheridan St ,GUNDAGAI,2722.0,-35.064812,148.104653,Gundagai,,Country,Timothy FALLON,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Gundagai,,2.0,10,0,10,0,10,10,2023,,,
LIQH400102488,Liquor - hotel licence,1929-12-23 00:00:00,Current,2018-07-04 00:00:00,Trading,George Hotel,Elizabeth & Wellington Sts ,WATERLOO,2017.0,-33.898283,151.206686,Sydney,,Metropolitan,SUCHEN JAEMNIM,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Waterloo,,2.0,16,0,16,7,23,16,2023,,,
LIQH400105606,Liquor - hotel licence,1927-07-25 00:00:00,Current,1927-07-25 00:00:00,Trading,Ryan's Bar,Australia Square G Pitt St ,SYDNEY,2000.0,-33.864949,151.207955,Sydney,Sydney CBD Precinct,Metropolitan,Oliver Hill,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,20,0,20,0,20,20,2023,,,
LIQH400109148,Liquor - hotel licence,1925-08-13 00:00:00,Current,1925-08-13 00:00:00,Trading,Heritage Hotel Motel Dorrigo,Cudgery & Hickory Sts ,DORRIGO,2453.0,-30.340301,152.711513,Bellingen,,Country,Griffin Mears,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Dorrigo,,2.0,9,0,9,0,9,9,2023,,,
LIQH400122551,Liquor - hotel licence,1924-05-31 00:00:00,Current,1924-05-31 00:00:00,Trading,Top Town Tavern,74 Neeld St ,WYALONG,2671.0,-33.926099,147.24151,Bland,,Country,Benjamin Murrells,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,West Wyalong,,2.0,0,0,0,0,0,0,2023,,,
LIQH400104820,Liquor - hotel licence,1920-01-01 00:00:00,Current,1920-01-01 00:00:00,Trading,Mount St Terrace Hotel,83 Mount St ,NORTH SYDNEY,2060.0,-33.839198,151.208059,North Sydney,,Metropolitan,Brian O'Keeffe,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,North Sydney - Lavender Bay,,1.0,25,0,25,0,25,25,2023,,,
LIQH400105177,Liquor - hotel licence,1920-01-01 00:00:00,Current,1920-01-01 00:00:00,Trading,Ambulance Station Hotel,60 QUEEN ST ,AUBURN,2144.0,-33.850492,151.031594,Cumberland,,Metropolitan,Troy McFarlane-Child,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Auburn - Central,,3.0,15,15,30,0,30,30,2023,,,
LIQH400102550,Liquor - hotel licence,1906-01-01 00:00:00,Current,2023-07-14 00:00:00,Trading,Glasgow Arms Hotel,527 Harris St ,ULTIMO,2007.0,-33.878119,151.19846,Sydney,,Metropolitan,Adam Derwin,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Ultimo,,2.0,14,0,14,0,14,14,2023,,,
LIQH440019062,Liquor - hotel licence,2023-05-11 00:00:00,Current,2023-05-11 00:00:00,Trading,Sporting Globe King Street Wharf Pty Ltd,"Ground Floor, Retail Tenancy, King Street Wharf ",SYDNEY,2000.0,-33.866987,151.201723,Sydney,Sydney CBD Precinct,Metropolitan,SPORTING GLOBE KING STREET WHARF PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,,Organisation
LIQH440019029,Liquor - hotel licence,2020-11-24 00:00:00,Current,2020-11-24 00:00:00,Trading,The Porter House Hotel Sydney - MGallery,Corner 116 Bathurst Street & 203 Castlereagh Street,SYDNEY,2000.0,-33.874303,151.208756,Sydney,Sydney CBD Precinct,Metropolitan,PORTER HOUSE HOTEL MANAGEMENT PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,670207477.0,Organisation
LIQH440019005,Liquor - hotel licence,2018-10-24 00:00:00,Current,2018-10-28 00:00:00,Trading,The Marsden Brewhouse,1 Hawthorne Avenue ,MARSDEN PARK,2765.0,-33.71303,150.841465,Blacktown,,Metropolitan,Jessica Ribbons,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Marsden Park - Shanes Park,,1.0,4,21,25,0,25,25,2024,,,PERSON
LIQH440018996,Liquor - hotel licence,2018-05-31 00:00:00,Current,2018-05-31 00:00:00,Trading,The Locker Room Hotel,Corner of Olympic Boulevard and the Yulang ,SYDNEY OLYMPIC PARK,2127.0,-33.847007,151.066547,Parramatta,,Metropolitan,Charles Laundy,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Wentworth Point - Sydney Olympic Park,,1.0,20,0,20,0,20,20,2024,,,PERSON
LIQH440018995,Liquor - hotel licence,2018-05-17 00:00:00,Current,2021-06-29 00:00:00,Trading,Mullane's,Units 12 & 13 34-36 Brookhollow Avenue ,BAULKHAM HILLS,2153.0,-33.733254,150.965955,The Hills Shire,,Metropolitan,VICTORIA BALLANTYNE,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Baulkham Hills (West) - Bella Vista,,1.0,30,0,30,0,30,34,2024,,,PERSON
LIQH440018994,Liquor - hotel licence,2018-04-23 00:00:00,Current,2023-07-06 00:00:00,Trading,Four Points by Sheraton Sydney Central Park,Block 4N 88 Broadway Street ,CHIPPENDALE,2008.0,-33.884886,151.199063,Sydney,,Metropolitan,FPSS HOTEL OPERATIONS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Chippendale,,2.0,0,0,0,0,0,0,2024,,650034021.0,Organisation
LIQH440018989,Liquor - hotel licence,2017-09-11 00:00:00,Current,2017-09-11 00:00:00,Trading,The Governor,9-13 Waterloo Rd ,MACQUARIE PARK,2113.0,-33.787767,151.13272,Ryde,,Metropolitan,Adam Chapman,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Macquarie Park - Marsfield,,1.0,30,0,30,0,30,30,2024,,,PERSON
LIQH440018988,Liquor - hotel licence,2017-08-18 00:00:00,Current,2017-08-18 00:00:00,Trading,Sofitel Sydney Darling Harbour,12 Darling Drive ,SYDNEY,2000.0,-33.872658,151.198625,Sydney,,Metropolitan,Darling Harbour Hotel Pty Ltd,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Residents bar authorisation,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Sydney (South) - Haymarket,,3.0,0,0,0,0,0,0,2024,,169745251.0,Organisation
LIQH440018965,Liquor - hotel licence,2015-04-28 00:00:00,Current,2015-04-29 00:00:00,Trading,The Prince Kirrawee,531-541 Princes Highway ,KIRRAWEE,2232.0,-34.031653,151.075696,Sutherland Shire,,Metropolitan,Jacob Crane,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Sutherland - Kirrawee,,1.0,24,0,24,0,24,24,2024,,,PERSON
LIQH440010073,Liquor - hotel licence,2011-09-15 00:00:00,Current,2021-06-27 00:00:00,Trading,Rawson Sydney,100 George St ,THE ROCKS,2000.0,-33.858219,151.20939,Sydney,Sydney CBD Precinct,Metropolitan,James Stevenson,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH440010057,Liquor - hotel licence,2010-11-30 00:00:00,Current,2010-12-02 00:00:00,Trading,Bella Vista Hotel,13-15 Lexington Dr ,BELLA VISTA,2153.0,-33.736545,150.948546,The Hills Shire,,Metropolitan,Richard Saliba,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Baulkham Hills (West) - Bella Vista,,1.0,30,0,30,0,30,30,2024,,,PERSON
LIQH440010052,Liquor - hotel licence,2010-10-29 00:00:00,Current,2010-11-12 00:00:00,Trading,Gibraltar Hotel Bowral,Centennial & Boronia Rds ,BOWRAL,2576.0,-34.467371,150.413167,Wingecarribee,,Country,Anthony Phillips,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Bowral,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH440010015,Liquor - hotel licence,2008-12-18 00:00:00,Current,2009-05-11 00:00:00,Trading,Scary Canary,469-475 Kent Street ,SYDNEY,2000.0,-33.873062,151.20491,Sydney,Sydney CBD Precinct,Metropolitan,Thomas Cooney,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH440010006,Liquor - hotel licence,2008-08-20 00:00:00,Current,2008-12-22 00:00:00,Trading,Pullman at Sydney Olympic Park,"Sydney Olympic Park, Olympic Boulevard ",SYDNEY OLYMPIC PARK,2127.0,-33.849006,151.068144,Parramatta,,Metropolitan,Benjamin Nesbitt,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Wentworth Point - Sydney Olympic Park,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH424013942,Liquor - hotel licence,2005-12-16 00:00:00,Current,2005-12-16 00:00:00,Trading,The Mercure Hotel Sydney,818-820 George St ,CHIPPENDALE,2008.0,-33.884251,151.203022,Sydney,,Metropolitan,SCHWARTZ FAMILY CO PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Chippendale,,2.0,10,0,10,0,10,10,2024,,1531335.0,Organisation
LIQH424012737,Liquor - hotel licence,2004-05-14 00:00:00,Current,2004-05-14 00:00:00,Trading,Sofitel Sydney Wentworth,61-101 Phillip St ,SYDNEY,2000.0,-33.865373,151.210812,Sydney,Sydney CBD Precinct,Metropolitan,ANANKE HOLDINGS PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,143992778.0,Organisation
